Key,Name,Folder,Category,Priority,Status,Automation,AutomatedTest,Component,Objective,Precondition,TestData,Steps,ExpectedResult,Labels
MSM-ROLES-API-001,Save access issues an app_state upsert and invalidates the users query,/Roles & Permissions/API,API,High,Approved,Manual,,Roles & Permissions,Verify Save performs a read-modify-write on app_state (singleton) and onSuccess invalidates qk.users.all so the table refreshes without reload.,Logged in as QA super-admin; DevTools Network open; an approved User exists.,,"1. Open DevTools Network and filter for app_state / rest requests.
2. Open 'Manage access', change the module selection, click 'Save access'.
3. Observe a select on app_state then an upsert (POST/PATCH) writing the merged users JSON.
4. Confirm the table Module Access cell updates in place without a full reload.",A select of app_state (id=singleton) followed by an upsert (2xx) containing the merged users array; onSuccess invalidates qk.users.all and the row's access summary refreshes automatically.,regression api
MSM-ROLES-API-002,Save failure surfaces an error toast and keeps the modal open,/Roles & Permissions/API,API,Normal,Approved,Manual,,Roles & Permissions,"Verify that when updateUserAccess rejects (RLS denial, network failure), the UI shows the error toast and keeps the editor open with edits intact.","Logged in as QA super-admin; ability to force a failure (block the app_state upsert in DevTools, or go offline).",,"1. Open 'Manage access' and change the selection.
2. Force the upsert to fail (block the request or disable network).
3. Click 'Save access'.",An error toast 'Could not update access' (or a more specific toUserMessage) appears; the modal stays open with edits intact; no success toast; the table row is unchanged.,regression negative api
MSM-ROLES-SEC-001,Roles nav item is visible to an Admin (manageAccess flag),/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,Verify the '/app/roles' nav item now carries manageAccess:true so it renders for an Admin as well as the super admin (delegation entry point).,"Logged in as an approved Admin (me.role === 'Admin', NOT super admin).",,"1. As the Admin, open the Configuration & Settings group in the sidebar.
2. Look for the 'Roles & Permissions' link (/app/roles).
3. Click it and confirm it opens the page.","The 'Roles & Permissions' link IS present for the Admin (canManageAccess true) and opens /app/roles; the super-admin-only 'User Approvals' (/app/approvals, superAdmin:true) is NOT shown to the Admin.",security regression
MSM-ROLES-SEC-002,Roles nav item is hidden from a plain User,/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,"Verify the manageAccess-flagged Roles link does NOT render for a regular User (canManageAccess false), matching the page-level canManage guard.","Logged in as an approved 'User' (me.role === 'User', not Admin, not super admin).",,"1. As the User, inspect the sidebar (and the Configuration & Settings group if visible).
2. Confirm there is no 'Roles & Permissions' link.
3. Attempt to reach /app/roles directly via the address bar.",No Roles & Permissions link appears for the plain User; a direct visit to /app/roles is redirected to /app (page-level guard). NOTE: this replaces the outdated 'Roles nav item hidden from ALL non-super-admins' case — Admins now DO see it.,security regression
MSM-ROLES-SEC-003,Page-level guard redirects a plain User away from /app/roles,/Roles & Permissions/Security,Security,Highest,Approved,Manual,,Roles & Permissions,Verify a user where canManage is false (a plain 'User') who navigates to /app/roles is redirected to /app and never sees the roles UI.,"Logged in as an approved 'User' (NOT Admin, NOT super admin).",,"1. As the User, enter /app/roles directly in the address bar.
2. Observe the resulting page and URL.","RolesPage returns null and the guard effect navigates to /app; the roles table, headers and 'Manage access' controls are never displayed to a plain User.",security regression
MSM-ROLES-SEC-004,"An Admin cannot escalate a shop User to Admin (no role selector, no role change)",/Roles & Permissions/Security,Security,Highest,Approved,Manual,,Roles & Permissions,Verify an Admin can never promote a User: the editor omits the role selector (canEditRole=false) and any save keeps role 'User'.,Logged in as an approved Admin with an approved 'User' teammate.,,"1. As the Admin, open 'Manage access' for the teammate User.
2. Confirm no Admin/User role selector is rendered.
3. Change some module checkboxes and click 'Save access'.
4. Reopen the row (or have the super admin inspect it) to confirm the user's role.",There is no way for the Admin to choose 'Admin'; the save persists role 'User' (onSave receives role 'User' since the editor's role state can never leave 'User' without the hidden selector); the teammate remains a 'User'.,security regression negative
MSM-ROLES-SEC-005,"Admin list never includes other shops, other Admins or the super admin",/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,"Verify an Admin's managed list is strictly scoped: only approved role-'User' accounts in the same company, excluding themselves, other Admins, other shops' users and the super admin.","Logged in as an approved Admin (company 'Acme Tools'); fixtures exist: an approved User in 'Acme Tools', an approved User in 'Beta Works', a second approved Admin in 'Acme Tools', and the super-admin account.",,"1. As the Admin, navigate to /app/roles.
2. Enumerate the rows shown in the table.","Only the same-company approved 'User' appears; the Beta Works user, the other Acme Admin, the super admin and the Admin's own row are all excluded.",security regression
MSM-ROLES-SEC-006,Client-side module gating is UX-only — RLS still protects data server-side,/Roles & Permissions/Security,Security,High,Approved,Manual,,Roles & Permissions,Verify module keys and the app_state RLS policy are the real guard: a hand-crafted write or read that bypasses the client cannot escalate access or persist an unauthorised role/permission change.,Logged in as an approved non-super-admin (Admin or limited User) with DevTools; know a user id in app_state.data.users and that a second tenant's data exists (tnt_qa isolation).,,"1. As the limited user, confirm the route guard redirects ungranted module URLs to /app.
2. In DevTools, attempt a direct Supabase upsert to app_state (id=singleton) mutating another user's role/permissions.
3. Also attempt a direct REST read of a table behind an ungranted module or another tenant's rows.
4. Observe the server responses.",The app_state upsert is rejected by RLS (no persisted change) and cross-scope reads return no unauthorised rows (is_app_approved()+tenant_id enforced server-side) — proving module keys and the delegation UI never grant real data access.,security regression negative
MSM-ROLES-DB-001,Saved role and permissions persist in app_state.data.users across reload,/Roles & Permissions/Database,Database,High,Approved,Manual,,Roles & Permissions,Verify a saved role/permissions change is durably written into app_state.data.users and survives a full reload/re-query.,Logged in as QA super-admin; an approved User exists.,"role 'User' with permissions ['accounts','configuration']","1. Open 'Manage access', keep role 'User', check only 'Accounts & Finance' and 'Configuration & Settings', click 'Save access'.
2. Confirm the success toast and Module Access '2 of 8 modules'.
3. Hard-refresh /app/roles.
4. Reopen 'Manage access' for the same user.","After reload permissions still read ['accounts','configuration'] (both checked, role 'User'); the write persisted in app_state.data.users.",regression
MSM-ROLES-DB-002,Admin role persists permissions as an empty array (overwrites prior key list),/Roles & Permissions/Database,Database,Normal,Approved,Manual,,Roles & Permissions,Verify saving the Admin role writes permissions:[] so a later switch back to User starts from zero checked modules.,"Logged in as QA super-admin; an approved User currently granted several modules (e.g. ['production','sales','crm']).",,"1. Open 'Manage access', switch role to 'Admin', click 'Save access'.
2. Confirm the row shows Admin / 'All modules'.
3. Reopen 'Manage access', switch back to 'User', inspect the checkboxes.","After the Admin save permissions is stored as []; reopening and switching to User shows NO checkboxes checked (the prior ['production','sales','crm'] was overwritten).",regression
MSM-ROLES-DB-003,updateUserAccess updates only the target user in the users JSON array (no collateral writes),/Roles & Permissions/Database,Database,Normal,Approved,Manual,,Roles & Permissions,Verify the read-modify-write in updateUserAccess merges the patch onto the findIndex-matched user only and preserves every other user's fields.,Logged in as QA super-admin; at least three approved users exist with distinct roles/permissions.,,"1. Record the role and permissions of two non-target users.
2. Open 'Manage access' for the third (target) user, change its module selection, click 'Save access'.
3. Hard-refresh and reopen the two non-target users' editors (or inspect app_state.data.users).",Only the target user's role/permissions changed; the two other users' role and permissions are exactly as before (the upsert rewrites the whole users array but merges the patch onto the single matched index).,regression
MSM-VENDORS-UI-001,Vendors list renders with all columns and status badges,/Vendors/UI,UI,High,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,"Verify the vendors list page renders the header, search box, and table with Code, Name, GSTIN, Phone, Status, Actions columns and correct Active/Inactive badges.",Logged in as an approved user (QA super-admin); at least one active and one inactive vendor exist in the current tenant.,,"1. Navigate to /app/vendors.
2. Observe the page header 'Vendors' with subtitle 'Suppliers and subcontractors used by purchases and job work' and the 'Add Vendor' button.
3. Observe the search input with placeholder 'Search name, code, GSTIN…'.
4. Inspect the table header row and both an active-vendor and an inactive-vendor data row.","Table shows columns Code (monospace), Name, GSTIN, Phone, Status, Actions. Empty GSTIN/Phone render as '—'. Active vendors show a green 'Active' badge; inactive vendors show a gray 'Inactive' badge. Each row has Edit (pencil) and Delete (trash) icon buttons; rows are ordered alphabetically by name.",smoke regression
MSM-VENDORS-UI-002,Loading skeleton and empty state display correctly,/Vendors/UI,UI,Normal,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,Verify the TableSkeleton shows while loading and the EmptyState shows both when no vendors exist and when a search matches nothing (same UI branch).,Logged in as an approved user (QA super-admin).,"Search term unlikely to match, e.g. 'zzzznomatch'","1. Navigate to /app/vendors and observe the initial state before data resolves (throttle network if needed).
2. Once loaded, type 'zzzznomatch' into the search box.
3. Clear the search box.","During load a table skeleton (8 rows x 5 cols) is shown. When no rows match the search, the EmptyState with the building icon, title 'No vendors' and description 'Add a supplier or subcontractor to use in purchases and job work.' is shown in place of the table (note: this is the same branch used when the tenant genuinely has no vendors). Clearing the search restores the list.",regression
MSM-VENDORS-UI-003,Add/Edit modal renders all fields and edit metadata,/Vendors/UI,UI,Normal,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,"Verify the VendorForm modal shows all input fields, autofocuses Name, and in edit mode shows the vendor code in the title and the last-updated timestamp.",Logged in as an approved user (QA super-admin); at least one vendor exists.,,"1. Click 'Add Vendor' and inspect the modal title, fields, focus, and footer buttons.
2. Cancel the modal, then click the Edit (pencil) icon on an existing vendor row.
3. Inspect the edit modal title, the 'Last updated' line, footer button, and that fields are prefilled.","Add modal titled 'Add Vendor' with fields: Vendor Name (required, autofocused), GSTIN, Phone, Email, Status select (Active/Inactive), Address textarea, Notes textarea, and Cancel / 'Add vendor' buttons. Edit modal titled 'Edit VENxxx' shows a right-aligned 'Last updated <datetime>' line and a 'Save changes' button; all fields are prefilled with the vendor's stored values.",regression
MSM-VENDORS-FUNC-001,Create a new vendor with auto-generated code,/Vendors/Functionality,Functionality,Highest,Approved,Manual,,Vendors,"Verify a new vendor can be created, receives a server-minted VENxxx code, and appears in the list.",Logged in as an approved user (QA super-admin).,"Name='QA Test Vendor', GSTIN='29ABCDE1234F1Z5', Phone='9876543210', Email='qa@vendor.test', Address='1 Test Rd', Notes='created by QA', Status=Active","1. Click 'Add Vendor'.
2. Fill Name, GSTIN, Phone, Email, Address, Notes; keep Status = Active.
3. Click 'Add vendor'.
4. Locate the new vendor in the list (search by name if paginated).","A success toast 'Vendor added' appears, the modal closes, the list refreshes (qk.vendors.all invalidated), and the new vendor appears with an auto code in the VENxxx sequence and an 'Active' badge. Its GSTIN and Phone display the entered values.",smoke regression
MSM-VENDORS-FUNC-002,Edit an existing vendor updates fields and status,/Vendors/Functionality,Functionality,High,Approved,Manual,,Vendors,"Verify editing a vendor persists changed fields including toggling Active to Inactive, and refreshes the Last updated timestamp.",Logged in as an approved user (QA super-admin); a disposable QA vendor exists.,"New Phone='9000000001', Status=Inactive","1. Click the Edit (pencil) icon on the QA vendor and note the current 'Last updated' time.
2. Change Phone and set Status to Inactive.
3. Click 'Save changes'.
4. Re-open the same vendor's edit modal.","Toast 'Vendor updated' appears, modal closes, the row now shows the new phone and a gray 'Inactive' badge. Re-opening shows the persisted values and a newer 'Last updated' timestamp (updated_at bumped server-side).",regression
MSM-VENDORS-FUNC-003,"Search filters vendors by code, name, GSTIN, and phone",/Vendors/Functionality,Functionality,High,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,"Verify the client-side search filters the list (case-insensitive) across the combined code+name+GSTIN+phone string, and results stay alphabetically sorted by name.","Logged in as an approved user (QA super-admin); multiple vendors with distinct names, codes, GSTINs and phones exist.","A partial name (mixed case), a VEN code fragment, a GSTIN fragment (mixed case), a phone-number fragment","1. On /app/vendors type a partial vendor name in mixed case into the search box; observe results.
2. Clear and type a partial VEN code (e.g. 'ven0' / 'VEN0').
3. Clear and type a GSTIN fragment in lowercase.
4. Clear and type a partial phone number.","Each search narrows the list to only matching vendors; matching is case-insensitive (the whole code/name/gstin/phone string is compared lowercased). Displayed rows stay sorted alphabetically by name. Clearing the box restores the full list. Note: matching is against the concatenated string, so a query spanning a boundary (e.g. code then a space then start of name) will also match.",regression
MSM-VENDORS-FUNC-004,Delete an unused vendor after confirmation,/Vendors/Functionality,Functionality,High,Approved,Manual,,Vendors,"Verify deleting an unused vendor prompts for confirmation and removes it from the list on confirm, and leaves it intact on cancel.",Logged in as an approved user (QA super-admin); a disposable QA vendor NOT referenced by any subcontract order/doc exists.,,"1. Click the Delete (trash) icon on the disposable QA vendor.
2. In the confirm dialog (title 'Delete vendor', message 'Delete ""<name>""?'), click Cancel and verify no deletion.
3. Click Delete again and confirm.",Cancelling closes the dialog and leaves the vendor intact. Confirming shows toast 'Vendor deleted' and removes the vendor from the list (qk.vendors.all invalidated).,regression
MSM-VENDORS-FUNC-005,Pagination navigates multi-page vendor list,/Vendors/Functionality,Functionality,Low,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,Verify pagination controls page through the vendor list when rows exceed one page and recompute against the filtered set.,Logged in as an approved user (QA super-admin); enough vendors exist to exceed one page.,,"1. Navigate to /app/vendors.
2. Use the pagination control to move to the next page and back.
3. Apply a search filter and observe pagination adjusts to the filtered set.","Pagination shows correct page counts, next/previous navigation works, and applying a filter recomputes the paged set (resetting to a valid page) correctly.",regression
MSM-VENDORS-VAL-001,Vendor name is required on create/edit,/Vendors/Validation,Validation,Highest,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,Verify submitting the form with an empty or whitespace-only name is blocked with a toast error and no record is written.,Logged in as an approved user (QA super-admin).,Name='' and Name='   ' (spaces only),"1. Click 'Add Vendor', leave Name blank, fill other fields, click 'Add vendor'.
2. Set Name to spaces only and click 'Add vendor' again.
3. Note the vendor count before and after.","Both attempts show toast error 'Vendor name is required', the modal stays open, and no vendor is created (the list count is unchanged). This applies identically on the edit form.",regression negative
MSM-VENDORS-VAL-002,Optional fields trimmed and blanks stored as null,/Vendors/Validation,Validation,Normal,Approved,Manual,,Vendors,"Verify Name and optional fields (GSTIN/Phone/Email/Address/Notes) are trimmed on save and, when blank/whitespace-only, are sent as undefined (stored NULL, displayed as '—').",Logged in as an approved user (QA super-admin).,"Name='  Trim Vendor  ', GSTIN='  ' (spaces only), Phone='  9998887776  '","1. Create a vendor with a padded Name, whitespace-only GSTIN, and a padded Phone (leave Email/Address/Notes blank).
2. Open the created vendor's row in the list and its edit modal to inspect saved values.","Name is stored trimmed ('Trim Vendor'), Phone is stored trimmed ('9998887776'), and the whitespace-only GSTIN is saved as NULL and rendered as '—' in the list. Blank Email/Address/Notes are also stored NULL. No leading/trailing whitespace persists in any field.",regression
MSM-VENDORS-VAL-003,No format validation on GSTIN/email/phone (documented gap),/Vendors/Validation,Validation,Low,Approved,Manual,,Vendors,"Document that the form performs no client-side format validation on GSTIN, email, or phone (no Zod schema); malformed values are accepted and saved.",Logged in as an approved user (QA super-admin).,"GSTIN='not-a-gstin', Email='invalid-email', Phone='abc123'","1. Create a vendor with a valid Name and clearly malformed GSTIN, Email, and Phone.
2. Save and inspect the stored values in the list and edit modal.",The vendor saves successfully with the malformed values and no validation error is shown. This confirms the current no-format-validation behavior (unlike CompanyForm which uses RHF+Zod); flag as a potential enhancement.,regression known-gap
MSM-VENDORS-API-001,Vendor code auto-numbering is sequential and unique,/Vendors/API,API,High,Approved,Manual,,Vendors,"Verify createVendor mints codes from the server next_seq counter so consecutively created vendors get sequential, zero-padded, unique VENxxx codes.",Logged in as an approved user (QA super-admin); note the current highest VEN code in the tenant.,Two vendors created back-to-back,"1. Create vendor A, note its code.
2. Create vendor B immediately after, note its code.
3. Compare the two codes and confirm uniqueness against existing codes.","Codes follow VEN + zero-padded width-3 sequence (e.g. VEN010, VEN011), increment by one, and are unique — confirming server-side atomic numbering via the next_seq RPC (no client-side sequence race).",regression api
MSM-VENDORS-API-002,Save/delete failures surface friendly error toasts,/Vendors/API,API,Normal,Approved,Manual,,Vendors,Verify network/constraint errors from create/update/delete are caught and shown via toUserMessage as friendly toasts rather than crashing the page.,Logged in as an approved user (QA super-admin); ability to simulate a failed request (e.g. offline in DevTools).,,"1. Open DevTools and set the network to offline (or block the Supabase request).
2. Attempt to add or save a vendor with a valid name.
3. Observe the toast and modal state, then re-enable the network and retry.",The mutation fails gracefully with an error toast (the mapped message or the fallback 'Save failed'); the modal remains open and no client-side crash occurs (no __next_error__ page). Restoring the network allows a successful retry.,regression negative api
MSM-VENDORS-DB-001,Deleting a vendor referenced by a subcontract is blocked (FK),/Vendors/Database,Database,Highest,Approved,Manual,,Vendors,"Verify the DB foreign key from subcontract_orders/subcontract_docs prevents deleting an in-use vendor, and the UI shows the subcontract hint toast without removing the row.",Logged in as an approved user (QA super-admin); a vendor referenced by at least one subcontract order/doc exists.,,"1. Click Delete on the referenced vendor and confirm the dialog.
2. Observe the resulting toast and that the vendor remains in the list.",The delete is rejected by the DB FK constraint; the caught error shows the fallback toast 'Delete failed — the vendor may be used by a subcontract.' and the vendor is NOT removed from the list.,regression data-integrity
MSM-VENDORS-DB-002,Vendor code uniqueness enforced by DB constraint,/Vendors/Database,Database,High,Approved,Manual,,Vendors,"Verify the per-tenant vendors_code_key unique constraint prevents duplicate codes when an explicit already-existing code is supplied (a path only reachable via scripted createVendor input.code or direct SQL, since the UI has no code field).",Logged in as an approved user (QA super-admin) with DB/console or script access; note an existing vendor code in the tenant.,"An explicit code equal to an existing VENxxx passed to createVendor.code, or a direct SQL insert with a duplicate code","1. Invoke createVendor (scripted) with a valid name and a code equal to an existing vendor's code, OR run a direct SQL insert with a duplicate code in the same tenant.
2. Observe the result.","The insert is rejected by the unique constraint (vendors_code_key, scoped per tenant); no duplicate-code vendor is created and an error is surfaced. Note: the normal UI create path cannot reach this because it always mints a fresh code via next_seq.",regression data-integrity
MSM-VENDORS-SEC-001,Unauthenticated access to /app/vendors is gated,/Vendors/Security,Security,Highest,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,"Verify the authenticated portal shell (app/app/layout.tsx) blocks access to /app/vendors without a valid session, so no vendor data is exposed.",No active session (logged out / cleared storage).,,"1. Log out / clear the session.
2. Navigate directly to /app/vendors.",The app shell redirects to login (or renders the auth gate) and does not render the vendor list; no vendor rows are fetched or exposed to an unauthenticated user.,security regression
MSM-VENDORS-SEC-002,RLS restricts vendor rows to approved users and their tenant,/Vendors/Security,Security,High,Approved,Automated,e2e/generated/vendors.spec.ts,Vendors,"Verify the approved_all RLS policy (is_app_approved) and tenant_id enforcement prevent unapproved users or cross-tenant reads/writes of vendors, given there is no client-side RBAC gate.","Access to a pending (unapproved) account and, if available, a second-tenant account, plus an approved super-admin baseline.",,"1. As a pending/unapproved authenticated user, attempt to load /app/vendors or call the vendors select directly.
2. If a second tenant is available, as that tenant's user attempt to read/update a vendor belonging to tenant #1 (e.g. by id).
3. Compare against the approved super-admin who owns the tenant's vendors.",Unapproved users receive no vendor rows / are blocked by RLS on all ops. Cross-tenant reads and writes return nothing / are rejected (tenant isolation holds). Only approved users of the owning tenant can read and modify their vendors — confirming the module relies entirely on RLS since the UI applies no RBAC gate.,security regression multi-tenant
